Sector económico;Sexo;Comunidades y Ciudades Autónomas;Periodo;Total
Agricultura;Ambos sexos;02 Aragón;2025T1;30,5
Agricultura;Ambos sexos;02 Aragón;2024T4;32,1
Agricultura;Ambos sexos;02 Aragón;2024T3;38,7
Agricultura;Ambos sexos;02 Aragón;2024T2;34,4
Agricultura;Ambos sexos;02 Aragón;2024T1;34,0
Agricultura;Ambos sexos;02 Aragón;2023T4;37,0
Agricultura;Ambos sexos;02 Aragón;2023T3;36,3
Agricultura;Ambos sexos;02 Aragón;2023T2;31,1
Agricultura;Ambos sexos;02 Aragón;2023T1;33,6
Agricultura;Ambos sexos;02 Aragón;2022T4;35,9
Agricultura;Ambos sexos;02 Aragón;2022T3;35,5
Agricultura;Ambos sexos;02 Aragón;2022T2;36,4
Agricultura;Ambos sexos;02 Aragón;2022T1;34,7
Agricultura;Ambos sexos;02 Aragón;2021T4;34,0
Agricultura;Ambos sexos;02 Aragón;2021T3;37,5
Agricultura;Ambos sexos;02 Aragón;2021T2;36,6
Agricultura;Ambos sexos;02 Aragón;2021T1;35,5
Agricultura;Ambos sexos;02 Aragón;2020T4;35,6
Agricultura;Ambos sexos;02 Aragón;2020T3;30,7
Agricultura;Ambos sexos;02 Aragón;2020T2;31,0
Agricultura;Ambos sexos;02 Aragón;2020T1;30,5
Agricultura;Ambos sexos;02 Aragón;2019T4;34,9
Agricultura;Ambos sexos;02 Aragón;2019T3;33,6
Agricultura;Ambos sexos;02 Aragón;2019T2;34,4
Agricultura;Ambos sexos;02 Aragón;2019T1;34,7
Agricultura;Ambos sexos;02 Aragón;2018T4;37,0
Agricultura;Ambos sexos;02 Aragón;2018T3;41,5
Agricultura;Ambos sexos;02 Aragón;2018T2;39,8
Agricultura;Ambos sexos;02 Aragón;2018T1;36,0
Agricultura;Ambos sexos;02 Aragón;2017T4;35,6
Agricultura;Ambos sexos;02 Aragón;2017T3;40,2
Agricultura;Ambos sexos;02 Aragón;2017T2;40,9
Agricultura;Ambos sexos;02 Aragón;2017T1;38,3
Agricultura;Ambos sexos;02 Aragón;2016T4;37,9
Agricultura;Ambos sexos;02 Aragón;2016T3;36,9
Agricultura;Ambos sexos;02 Aragón;2016T2;37,6
Agricultura;Ambos sexos;02 Aragón;2016T1;31,0
Agricultura;Ambos sexos;03 Asturias, Principado de;2025T3;11,0
Agricultura;Ambos sexos;03 Asturias, Principado de;2025T2;10,1
Agricultura;Ambos sexos;03 Asturias, Principado de;2025T1;12,7
Agricultura;Ambos sexos;03 Asturias, Principado de;2024T4;11,8
Agricultura;Ambos sexos;03 Asturias, Principado de;2024T3;16,4
Agricultura;Ambos sexos;03 Asturias, Principado de;2024T2;14,3
Agricultura;Ambos sexos;03 Asturias, Principado de;2024T1;13,1
Agricultura;Ambos sexos;03 Asturias, Principado de;2023T4;11,9
Agricultura;Ambos sexos;03 Asturias, Principado de;2023T3;12,3
Agricultura;Ambos sexos;03 Asturias, Principado de;2023T2;13,9
Agricultura;Ambos sexos;03 Asturias, Principado de;2023T1;13,4
Agricultura;Ambos sexos;03 Asturias, Principado de;2022T4;14,7
Agricultura;Ambos sexos;03 Asturias, Principado de;2022T3;15,0
Agricultura;Ambos sexos;03 Asturias, Principado de;2022T2;16,1
Agricultura;Ambos sexos;03 Asturias, Principado de;2022T1;18,2
Agricultura;Ambos sexos;03 Asturias, Principado de;2021T4;17,1
Agricultura;Ambos sexos;03 Asturias, Principado de;2021T3;16,1
Agricultura;Ambos sexos;03 Asturias, Principado de;2021T2;16,4
Agricultura;Ambos sexos;03 Asturias, Principado de;2021T1;18,6
Agricultura;Ambos sexos;03 Asturias, Principado de;2020T4;15,8
Agricultura;Ambos sexos;03 Asturias, Principado de;2020T3;12,1
Agricultura;Ambos sexos;03 Asturias, Principado de;2020T2;10,5
Agricultura;Ambos sexos;03 Asturias, Principado de;2020T1;11,9
Agricultura;Ambos sexos;03 Asturias, Principado de;2019T4;12,0
Agricultura;Ambos sexos;03 Asturias, Principado de;2019T3;12,2
Agricultura;Ambos sexos;03 Asturias, Principado de;2019T2;14,1
Agricultura;Ambos sexos;03 Asturias, Principado de;2019T1;17,6
Agricultura;Ambos sexos;03 Asturias, Principado de;2018T4;17,8
Agricultura;Ambos sexos;03 Asturias, Principado de;2018T3;16,8
Agricultura;Ambos sexos;03 Asturias, Principado de;2018T2;17,1
Agricultura;Ambos sexos;03 Asturias, Principado de;2018T1;16,9
Agricultura;Ambos sexos;03 Asturias, Principado de;2017T4;17,2
Agricultura;Ambos sexos;03 Asturias, Principado de;2017T3;14,9
Agricultura;Ambos sexos;03 Asturias, Principado de;2017T2;15,5
Agricultura;Ambos sexos;03 Asturias, Principado de;2017T1;13,6
Agricultura;Ambos sexos;03 Asturias, Principado de;2016T4;13,6
Agricultura;Ambos sexos;03 Asturias, Principado de;2016T3;14,3
Agricultura;Ambos sexos;03 Asturias, Principado de;2016T2;13,8
Agricultura;Ambos sexos;03 Asturias, Principado de;2016T1;12,3
Agricultura;Ambos sexos;04 Balears, Illes;2025T3;3,7
Agricultura;Ambos sexos;04 Balears, Illes;2025T2;4,3
Agricultura;Ambos sexos;04 Balears, Illes;2025T1;4,5
Agricultura;Ambos sexos;04 Balears, Illes;2024T4;3,0
Agricultura;Ambos sexos;04 Balears, Illes;2024T3;3,4
Agricultura;Ambos sexos;04 Balears, Illes;2024T2;6,3
Agricultura;Ambos sexos;04 Balears, Illes;2024T1;4,1
Agricultura;Ambos sexos;04 Balears, Illes;2023T4;3,6
Agricultura;Ambos sexos;04 Balears, Illes;2023T3;4,1
Agricultura;Ambos sexos;04 Balears, Illes;2023T2;2,2
Agricultura;Ambos sexos;04 Balears, Illes;2023T1;2,0
Agricultura;Ambos sexos;04 Balears, Illes;2022T4;1,4
Agricultura;Ambos sexos;04 Balears, Illes;2022T3;3,6
Agricultura;Ambos sexos;04 Balears, Illes;2022T2;4,7
Agricultura;Ambos sexos;04 Balears, Illes;2022T1;4,9
Agricultura;Ambos sexos;04 Balears, Illes;2021T4;6,6
Agricultura;Ambos sexos;04 Balears, Illes;2021T3;5,6
Agricultura;Ambos sexos;04 Balears, Illes;2021T2;7,5
Agricultura;Ambos sexos;04 Balears, Illes;2021T1;5,7
Agricultura;Ambos sexos;04 Balears, Illes;2020T4;4,8
Agricultura;Ambos sexos;04 Balears, Illes;2020T3;5,5
Agricultura;Ambos sexos;04 Balears, Illes;2020T2;4,7
Agricultura;Ambos sexos;04 Balears, Illes;2020T1;5,0
Agricultura;Ambos sexos;04 Balears, Illes;2019T4;4,2
Agricultura;Ambos sexos;04 Balears, Illes;2019T3;4,0
Agricultura;Ambos sexos;04 Balears, Illes;2019T2;7,9
Agricultura;Ambos sexos;04 Balears, Illes;2019T1;7,3
Agricultura;Ambos sexos;04 Balears, Illes;2018T4;7,4
Agricultura;Ambos sexos;04 Balears, Illes;2018T3;9,0
Agricultura;Ambos sexos;04 Balears, Illes;2018T2;9,6
Agricultura;Ambos sexos;04 Balears, Illes;2018T1;9,4
Agricultura;Ambos sexos;04 Balears, Illes;2017T4;5,4
Agricultura;Ambos sexos;04 Balears, Illes;2017T3;4,6
Agricultura;Ambos sexos;04 Balears, Illes;2017T2;4,3
Agricultura;Ambos sexos;04 Balears, Illes;2017T1;3,6
Agricultura;Ambos sexos;04 Balears, Illes;2016T4;3,8
Agricultura;Ambos sexos;04 Balears, Illes;2016T3;3,8
Agricultura;Ambos sexos;04 Balears, Illes;2016T2;4,3
Agricultura;Ambos sexos;04 Balears, Illes;2016T1;5,9
Agricultura;Ambos sexos;05 Canarias;2025T3;19,3
Agricultura;Ambos sexos;05 Canarias;2025T2;17,4
Agricultura;Ambos sexos;05 Canarias;2025T1;21,8
Agricultura;Ambos sexos;05 Canarias;2024T4;21,4
Agricultura;Ambos sexos;05 Canarias;2024T3;23,3
Agricultura;Ambos sexos;05 Canarias;2024T2;24,4
Agricultura;Ambos sexos;05 Canarias;2024T1;19,9
Agricultura;Ambos sexos;05 Canarias;2023T4;22,9
Agricultura;Ambos sexos;05 Canarias;2023T3;20,7
Agricultura;Ambos sexos;05 Canarias;2023T2;23,4
Agricultura;Ambos sexos;05 Canarias;2023T1;18,1
Agricultura;Ambos sexos;05 Canarias;2022T4;18,8
Agricultura;Ambos sexos;05 Canarias;2022T3;23,2
Agricultura;Ambos sexos;05 Canarias;2022T2;23,3
Agricultura;Ambos sexos;05 Canarias;2022T1;24,4
Agricultura;Ambos sexos;05 Canarias;2021T4;24,2
Agricultura;Ambos sexos;05 Canarias;2021T3;27,9
Agricultura;Ambos sexos;05 Canarias;2021T2;25,4
Agricultura;Ambos sexos;05 Canarias;2021T1;24,9
Agricultura;Ambos sexos;05 Canarias;2020T4;27,7
Agricultura;Ambos sexos;05 Canarias;2020T3;27,3
Agricultura;Ambos sexos;05 Canarias;2020T2;27,3
Agricultura;Ambos sexos;05 Canarias;2020T1;25,3
Agricultura;Ambos sexos;05 Canarias;2019T4;28,3
Agricultura;Ambos sexos;05 Canarias;2019T3;26,2
Agricultura;Ambos sexos;05 Canarias;2019T2;22,3
Agricultura;Ambos sexos;05 Canarias;2019T1;24,4
Agricultura;Ambos sexos;05 Canarias;2018T4;20,2
Agricultura;Ambos sexos;05 Canarias;2018T3;20,6
Agricultura;Ambos sexos;05 Canarias;2018T2;24,9
Agricultura;Ambos sexos;05 Canarias;2018T1;23,8
Agricultura;Ambos sexos;05 Canarias;2017T4;23,7
Agricultura;Ambos sexos;05 Canarias;2017T3;23,7
Agricultura;Ambos sexos;05 Canarias;2017T2;20,6
Agricultura;Ambos sexos;05 Canarias;2017T1;20,4
Agricultura;Ambos sexos;05 Canarias;2016T4;20,8
Agricultura;Ambos sexos;05 Canarias;2016T3;20,4
Agricultura;Ambos sexos;05 Canarias;2016T2;15,7
Agricultura;Ambos sexos;05 Canarias;2016T1;22,3
Agricultura;Ambos sexos;06 Cantabria;2025T3;6,2
Agricultura;Ambos sexos;06 Cantabria;2025T2;5,5
Agricultura;Ambos sexos;06 Cantabria;2025T1;4,9
Agricultura;Ambos sexos;06 Cantabria;2024T4;4,5
Agricultura;Ambos sexos;06 Cantabria;2024T3;6,4
Agricultura;Ambos sexos;06 Cantabria;2024T2;4,9
Agricultura;Ambos sexos;06 Cantabria;2024T1;4,7
Agricultura;Ambos sexos;06 Cantabria;2023T4;4,3
Agricultura;Ambos sexos;06 Cantabria;2023T3;5,2
Agricultura;Ambos sexos;06 Cantabria;2023T2;5,6
Agricultura;Ambos sexos;06 Cantabria;2023T1;7,2
Agricultura;Ambos sexos;06 Cantabria;2022T4;7,7
Agricultura;Ambos sexos;06 Cantabria;2022T3;9,4
Agricultura;Ambos sexos;06 Cantabria;2022T2;7,7
Agricultura;Ambos sexos;06 Cantabria;2022T1;7,2
Agricultura;Ambos sexos;06 Cantabria;2021T4;5,1
Agricultura;Ambos sexos;06 Cantabria;2021T3;3,8
Agricultura;Ambos sexos;06 Cantabria;2021T2;5,8
Agricultura;Ambos sexos;06 Cantabria;2021T1;7,0
Agricultura;Ambos sexos;06 Cantabria;2020T4;6,0
Agricultura;Ambos sexos;06 Cantabria;2020T3;6,1
Agricultura;Ambos sexos;06 Cantabria;2020T2;6,6
Agricultura;Ambos sexos;06 Cantabria;2020T1;8,1
Agricultura;Ambos sexos;06 Cantabria;2019T4;6,8
Agricultura;Ambos sexos;06 Cantabria;2019T3;7,9
Agricultura;Ambos sexos;06 Cantabria;2019T2;7,9
Agricultura;Ambos sexos;06 Cantabria;2019T1;6,0
Agricultura;Ambos sexos;06 Cantabria;2018T4;7,0
Agricultura;Ambos sexos;06 Cantabria;2018T3;6,4
Agricultura;Ambos sexos;06 Cantabria;2018T2;6,2
Agricultura;Ambos sexos;06 Cantabria;2018T1;6,8
Agricultura;Ambos sexos;06 Cantabria;2017T4;7,7
Agricultura;Ambos sexos;06 Cantabria;2017T3;7,8
Agricultura;Ambos sexos;06 Cantabria;2017T2;6,4
Agricultura;Ambos sexos;06 Cantabria;2017T1;6,6
Agricultura;Ambos sexos;06 Cantabria;2016T4;5,9
Agricultura;Ambos sexos;06 Cantabria;2016T3;7,5
Agricultura;Ambos sexos;06 Cantabria;2016T2;7,3
Agricultura;Ambos sexos;06 Cantabria;2016T1;8,6
Agricultura;Ambos sexos;07 Castilla y León;2025T3;60,4
Agricultura;Ambos sexos;07 Castilla y León;2025T2;53,3
Agricultura;Ambos sexos;07 Castilla y León;2025T1;53,6
Agricultura;Ambos sexos;07 Castilla y León;2024T4;57,6
Agricultura;Ambos sexos;07 Castilla y León;2024T3;59,9
Agricultura;Ambos sexos;07 Castilla y León;2024T2;61,5
Agricultura;Ambos sexos;07 Castilla y León;2024T1;64,6
Agricultura;Ambos sexos;07 Castilla y León;2023T4;61,7
Agricultura;Ambos sexos;07 Castilla y León;2023T3;66,7
Agricultura;Ambos sexos;07 Castilla y León;2023T2;71,2
Agricultura;Ambos sexos;07 Castilla y León;2023T1;66,6
Agricultura;Ambos sexos;07 Castilla y León;2022T4;65,5
Agricultura;Ambos sexos;07 Castilla y León;2022T3;69,1
Agricultura;Ambos sexos;07 Castilla y León;2022T2;72,9
Agricultura;Ambos sexos;07 Castilla y León;2022T1;64,1
Agricultura;Ambos sexos;07 Castilla y León;2021T4;66,2
Agricultura;Ambos sexos;07 Castilla y León;2021T3;74,7
Agricultura;Ambos sexos;07 Castilla y León;2021T2;66,0
Agricultura;Ambos sexos;07 Castilla y León;2021T1;64,8
Agricultura;Ambos sexos;07 Castilla y León;2020T4;59,3
Agricultura;Ambos sexos;07 Castilla y León;2020T3;65,7
Agricultura;Ambos sexos;07 Castilla y León;2020T2;54,8
Agricultura;Ambos sexos;07 Castilla y León;2020T1;57,8
Agricultura;Ambos sexos;07 Castilla y León;2019T4;61,3
Agricultura;Ambos sexos;07 Castilla y León;2019T3;68,2
Agricultura;Ambos sexos;07 Castilla y León;2019T2;65,1
Agricultura;Ambos sexos;07 Castilla y León;2019T1;58,7
Agricultura;Ambos sexos;07 Castilla y León;2018T4;64,0
Agricultura;Ambos sexos;07 Castilla y León;2018T3;64,5
Agricultura;Ambos sexos;07 Castilla y León;2018T2;62,0
Agricultura;Ambos sexos;07 Castilla y León;2018T1;58,0
Agricultura;Ambos sexos;07 Castilla y León;2017T4;60,2
Agricultura;Ambos sexos;07 Castilla y León;2017T3;62,1
Agricultura;Ambos sexos;07 Castilla y León;2017T2;59,1
Agricultura;Ambos sexos;07 Castilla y León;2017T1;60,8
Agricultura;Ambos sexos;07 Castilla y León;2016T4;68,3
Agricultura;Ambos sexos;07 Castilla y León;2016T3;75,4
Agricultura;Ambos sexos;07 Castilla y León;2016T2;70,5
Agricultura;Ambos sexos;07 Castilla y León;2016T1;66,7
Agricultura;Ambos sexos;08 Castilla - La Mancha;2025T3;54,8
Agricultura;Ambos sexos;08 Castilla - La Mancha;2025T2;52,1
Agricultura;Ambos sexos;08 Castilla - La Mancha;2025T1;53,3
Agricultura;Ambos sexos;08 Castilla - La Mancha;2024T4;46,4
Agricultura;Ambos sexos;08 Castilla - La Mancha;2024T3;51,4
Agricultura;Ambos sexos;08 Castilla - La Mancha;2024T2;51,4
Agricultura;Ambos sexos;08 Castilla - La Mancha;2024T1;52,9
Agricultura;Ambos sexos;08 Castilla - La Mancha;2023T4;53,8
Agricultura;Ambos sexos;08 Castilla - La Mancha;2023T3;50,1
Agricultura;Ambos sexos;08 Castilla - La Mancha;2023T2;51,9
Agricultura;Ambos sexos;08 Castilla - La Mancha;2023T1;58,7
Agricultura;Ambos sexos;08 Castilla - La Mancha;2022T4;59,8
Agricultura;Ambos sexos;08 Castilla - La Mancha;2022T3;58,2
Agricultura;Ambos sexos;08 Castilla - La Mancha;2022T2;62,7
Agricultura;Ambos sexos;08 Castilla - La Mancha;2022T1;69,5
Agricultura;Ambos sexos;08 Castilla - La Mancha;2021T4;68,8
Agricultura;Ambos sexos;08 Castilla - La Mancha;2021T3;61,8
Agricultura;Ambos sexos;08 Castilla - La Mancha;2021T2;60,0
Agricultura;Ambos sexos;08 Castilla - La Mancha;2021T1;55,8
Agricultura;Ambos sexos;08 Castilla - La Mancha;2020T4;51,3
Agricultura;Ambos sexos;08 Castilla - La Mancha;2020T3;46,0
Agricultura;Ambos sexos;08 Castilla - La Mancha;2020T2;52,6
Agricultura;Ambos sexos;08 Castilla - La Mancha;2020T1;51,1
Agricultura;Ambos sexos;08 Castilla - La Mancha;2019T4;49,0
Agricultura;Ambos sexos;08 Castilla - La Mancha;2019T3;50,5
Agricultura;Ambos sexos;08 Castilla - La Mancha;2019T2;53,3
Agricultura;Ambos sexos;08 Castilla - La Mancha;2019T1;55,3
Agricultura;Ambos sexos;08 Castilla - La Mancha;2018T4;51,4
Agricultura;Ambos sexos;08 Castilla - La Mancha;2018T3;50,0
Agricultura;Ambos sexos;08 Castilla - La Mancha;2018T2;54,8
Agricultura;Ambos sexos;08 Castilla - La Mancha;2018T1;59,4
Agricultura;Ambos sexos;08 Castilla - La Mancha;2017T4;61,1
Agricultura;Ambos sexos;08 Castilla - La Mancha;2017T3;61,5
Agricultura;Ambos sexos;08 Castilla - La Mancha;2017T2;59,7
Agricultura;Ambos sexos;08 Castilla - La Mancha;2017T1;63,5
Agricultura;Ambos sexos;08 Castilla - La Mancha;2016T4;62,0
Agricultura;Ambos sexos;08 Castilla - La Mancha;2016T3;51,4
Agricultura;Ambos sexos;08 Castilla - La Mancha;2016T2;46,1
Agricultura;Ambos sexos;08 Castilla - La Mancha;2016T1;43,8
Agricultura;Ambos sexos;09 Cataluña;2025T3;56,4
Agricultura;Ambos sexos;09 Cataluña;2025T2;51,9
Agricultura;Ambos sexos;09 Cataluña;2025T1;45,5
Agricultura;Ambos sexos;09 Cataluña;2024T4;45,3
Agricultura;Ambos sexos;09 Cataluña;2024T3;45,2
Agricultura;Ambos sexos;09 Cataluña;2024T2;44,3
Agricultura;Ambos sexos;09 Cataluña;2024T1;46,0
Agricultura;Ambos sexos;09 Cataluña;2023T4;56,5
Agricultura;Ambos sexos;09 Cataluña;2023T3;48,5
Agricultura;Ambos sexos;09 Cataluña;2023T2;46,8
Agricultura;Ambos sexos;09 Cataluña;2023T1;46,8
Agricultura;Ambos sexos;09 Cataluña;2022T4;53,2
Agricultura;Ambos sexos;09 Cataluña;2022T3;56,1
Agricultura;Ambos sexos;09 Cataluña;2022T2;57,4
Agricultura;Ambos sexos;09 Cataluña;2022T1;59,7
Agricultura;Ambos sexos;09 Cataluña;2021T4;62,5
Agricultura;Ambos sexos;09 Cataluña;2021T3;62,2
Agricultura;Ambos sexos;09 Cataluña;2021T2;52,7
Agricultura;Ambos sexos;09 Cataluña;2021T1;48,3
Agricultura;Ambos sexos;09 Cataluña;2020T4;43,3
Agricultura;Ambos sexos;09 Cataluña;2020T3;48,0
Agricultura;Ambos sexos;09 Cataluña;2020T2;47,5
Agricultura;Ambos sexos;09 Cataluña;2020T1;47,2
Agricultura;Ambos sexos;09 Cataluña;2019T4;49,7
Agricultura;Ambos sexos;09 Cataluña;2019T3;54,7
Agricultura;Ambos sexos;09 Cataluña;2019T2;52,6
Agricultura;Ambos sexos;09 Cataluña;2019T1;49,9
Agricultura;Ambos sexos;09 Cataluña;2018T4;53,6
Agricultura;Ambos sexos;09 Cataluña;2018T3;60,4
Agricultura;Ambos sexos;09 Cataluña;2018T2;62,3
Agricultura;Ambos sexos;09 Cataluña;2018T1;55,9
Agricultura;Ambos sexos;09 Cataluña;2017T4;53,8
Agricultura;Ambos sexos;09 Cataluña;2017T3;54,9
Agricultura;Ambos sexos;09 Cataluña;2017T2;53,3
Agricultura;Ambos sexos;09 Cataluña;2017T1;56,0
Agricultura;Ambos sexos;09 Cataluña;2016T4;53,3
Agricultura;Ambos sexos;09 Cataluña;2016T3;51,0
Agricultura;Ambos sexos;09 Cataluña;2016T2;46,7
Agricultura;Ambos sexos;09 Cataluña;2016T1;52,2
Agricultura;Ambos sexos;10 Comunitat Valenciana;2025T3;52,2
Agricultura;Ambos sexos;10 Comunitat Valenciana;2025T2;58,4
Agricultura;Ambos sexos;10 Comunitat Valenciana;2025T1;51,1
Agricultura;Ambos sexos;10 Comunitat Valenciana;2024T4;39,7
Agricultura;Ambos sexos;10 Comunitat Valenciana;2024T3;45,4
Agricultura;Ambos sexos;10 Comunitat Valenciana;2024T2;47,1
Agricultura;Ambos sexos;10 Comunitat Valenciana;2024T1;47,2
Agricultura;Ambos sexos;10 Comunitat Valenciana;2023T4;48,4
Agricultura;Ambos sexos;10 Comunitat Valenciana;2023T3;55,2
Agricultura;Ambos sexos;10 Comunitat Valenciana;2023T2;52,5
Agricultura;Ambos sexos;10 Comunitat Valenciana;2023T1;48,1
Agricultura;Ambos sexos;10 Comunitat Valenciana;2022T4;52,1
Agricultura;Ambos sexos;10 Comunitat Valenciana;2022T3;55,6
Agricultura;Ambos sexos;10 Comunitat Valenciana;2022T2;66,3
Agricultura;Ambos sexos;10 Comunitat Valenciana;2022T1;64,0
Agricultura;Ambos sexos;10 Comunitat Valenciana;2021T4;55,3
Agricultura;Ambos sexos;10 Comunitat Valenciana;2021T3;55,6
Agricultura;Ambos sexos;10 Comunitat Valenciana;2021T2;52,2
Agricultura;Ambos sexos;10 Comunitat Valenciana;2021T1;47,6
Agricultura;Ambos sexos;10 Comunitat Valenciana;2020T4;43,5
Agricultura;Ambos sexos;10 Comunitat Valenciana;2020T3;52,2
Agricultura;Ambos sexos;10 Comunitat Valenciana;2020T2;50,8
Agricultura;Ambos sexos;10 Comunitat Valenciana;2020T1;51,4
Agricultura;Ambos sexos;10 Comunitat Valenciana;2019T4;64,8
Agricultura;Ambos sexos;10 Comunitat Valenciana;2019T3;57,2
Agricultura;Ambos sexos;10 Comunitat Valenciana;2019T2;66,4
Agricultura;Ambos sexos;10 Comunitat Valenciana;2019T1;70,1
Agricultura;Ambos sexos;10 Comunitat Valenciana;2018T4;68,3
Agricultura;Ambos sexos;10 Comunitat Valenciana;2018T3;58,4
Agricultura;Ambos sexos;10 Comunitat Valenciana;2018T2;59,7
Agricultura;Ambos sexos;10 Comunitat Valenciana;2018T1;57,0
Agricultura;Ambos sexos;10 Comunitat Valenciana;2017T4;57,3
Agricultura;Ambos sexos;10 Comunitat Valenciana;2017T3;52,5
Agricultura;Ambos sexos;10 Comunitat Valenciana;2017T2;60,8
Agricultura;Ambos sexos;10 Comunitat Valenciana;2017T1;57,9
Agricultura;Ambos sexos;10 Comunitat Valenciana;2016T4;56,4
Agricultura;Ambos sexos;10 Comunitat Valenciana;2016T3;47,8
Agricultura;Ambos sexos;10 Comunitat Valenciana;2016T2;56,0
Agricultura;Ambos sexos;10 Comunitat Valenciana;2016T1;55,4
Agricultura;Ambos sexos;11 Extremadura;2025T3;44,3
Agricultura;Ambos sexos;11 Extremadura;2025T2;40,4
Agricultura;Ambos sexos;11 Extremadura;2025T1;32,0
Agricultura;Ambos sexos;11 Extremadura;2024T4;38,1
Agricultura;Ambos sexos;11 Extremadura;2024T3;41,0
Agricultura;Ambos sexos;11 Extremadura;2024T2;43,6
Agricultura;Ambos sexos;11 Extremadura;2024T1;32,3
Agricultura;Ambos sexos;11 Extremadura;2023T4;34,7
Agricultura;Ambos sexos;11 Extremadura;2023T3;43,0
Agricultura;Ambos sexos;11 Extremadura;2023T2;39,5
Agricultura;Ambos sexos;11 Extremadura;2023T1;35,5
Agricultura;Ambos sexos;11 Extremadura;2022T4;35,3
Agricultura;Ambos sexos;11 Extremadura;2022T3;44,5
Agricultura;Ambos sexos;11 Extremadura;2022T2;41,3
Agricultura;Ambos sexos;11 Extremadura;2022T1;36,5
Agricultura;Ambos sexos;11 Extremadura;2021T4;43,3
Agricultura;Ambos sexos;11 Extremadura;2021T3;43,2
Agricultura;Ambos sexos;11 Extremadura;2021T2;48,3
Agricultura;Ambos sexos;11 Extremadura;2021T1;32,6
Agricultura;Ambos sexos;11 Extremadura;2020T4;38,4
Agricultura;Ambos sexos;11 Extremadura;2020T3;40,7
Agricultura;Ambos sexos;11 Extremadura;2020T2;43,8
Agricultura;Ambos sexos;11 Extremadura;2020T1;39,6
Agricultura;Ambos sexos;11 Extremadura;2019T4;41,4
Agricultura;Ambos sexos;11 Extremadura;2019T3;51,5
Agricultura;Ambos sexos;11 Extremadura;2019T2;52,8
Agricultura;Ambos sexos;11 Extremadura;2019T1;48,4
Agricultura;Ambos sexos;11 Extremadura;2018T4;50,3
Agricultura;Ambos sexos;11 Extremadura;2018T3;55,0
Agricultura;Ambos sexos;11 Extremadura;2018T2;53,5
Agricultura;Ambos sexos;11 Extremadura;2018T1;47,5
Agricultura;Ambos sexos;11 Extremadura;2017T4;51,2
Agricultura;Ambos sexos;11 Extremadura;2017T3;47,6
Agricultura;Ambos sexos;11 Extremadura;2017T2;45,4
Agricultura;Ambos sexos;11 Extremadura;2017T1;37,3
Agricultura;Ambos sexos;11 Extremadura;2016T4;39,0
Agricultura;Ambos sexos;11 Extremadura;2016T3;41,1
Agricultura;Ambos sexos;11 Extremadura;2016T2;34,0
Agricultura;Ambos sexos;11 Extremadura;2016T1;30,9
Agricultura;Ambos sexos;12 Galicia;2025T3;66,5
Agricultura;Ambos sexos;12 Galicia;2025T2;66,4
Agricultura;Ambos sexos;12 Galicia;2025T1;65,2
Agricultura;Ambos sexos;12 Galicia;2024T4;69,5
Agricultura;Ambos sexos;12 Galicia;2024T3;74,8
Agricultura;Ambos sexos;12 Galicia;2024T2;71,5
Agricultura;Ambos sexos;12 Galicia;2024T1;74,9
Agricultura;Ambos sexos;12 Galicia;2023T4;74,5
Agricultura;Ambos sexos;12 Galicia;2023T3;76,6
Agricultura;Ambos sexos;12 Galicia;2023T2;75,9
Agricultura;Ambos sexos;12 Galicia;2023T1;69,4
Agricultura;Ambos sexos;12 Galicia;2022T4;74,1
Agricultura;Ambos sexos;12 Galicia;2022T3;73,3
Agricultura;Ambos sexos;12 Galicia;2022T2;67,4
Agricultura;Ambos sexos;12 Galicia;2022T1;63,3
Agricultura;Ambos sexos;12 Galicia;2021T4;67,1
Agricultura;Ambos sexos;12 Galicia;2021T3;71,9
Agricultura;Ambos sexos;12 Galicia;2021T2;67,6
Agricultura;Ambos sexos;12 Galicia;2021T1;68,3
Agricultura;Ambos sexos;12 Galicia;2020T4;70,7
Agricultura;Ambos sexos;12 Galicia;2020T3;71,2
Agricultura;Ambos sexos;12 Galicia;2020T2;66,4
Agricultura;Ambos sexos;12 Galicia;2020T1;68,0
Agricultura;Ambos sexos;12 Galicia;2019T4;66,7
Agricultura;Ambos sexos;12 Galicia;2019T3;69,5
Agricultura;Ambos sexos;12 Galicia;2019T2;67,1
Agricultura;Ambos sexos;12 Galicia;2019T1;63,6
Agricultura;Ambos sexos;12 Galicia;2018T4;67,9
Agricultura;Ambos sexos;12 Galicia;2018T3;70,3
Agricultura;Ambos sexos;12 Galicia;2018T2;64,2
Agricultura;Ambos sexos;12 Galicia;2018T1;69,7
Agricultura;Ambos sexos;12 Galicia;2017T4;73,3
Agricultura;Ambos sexos;12 Galicia;2017T3;78,3
Agricultura;Ambos sexos;12 Galicia;2017T2;73,0
Agricultura;Ambos sexos;12 Galicia;2017T1;76,3
Agricultura;Ambos sexos;12 Galicia;2016T4;77,4
Agricultura;Ambos sexos;12 Galicia;2016T3;73,5
Agricultura;Ambos sexos;12 Galicia;2016T2;68,0
Agricultura;Ambos sexos;12 Galicia;2016T1;66,7
Agricultura;Ambos sexos;13 Madrid, Comunidad de;2025T3;9,8
Agricultura;Ambos sexos;13 Madrid, Comunidad de;2025T2;13,0
Agricultura;Ambos sexos;13 Madrid, Comunidad de;2025T1;10,7
Agricultura;Ambos sexos;13 Madrid, Comunidad de;2024T4;9,4
